-0.008386748	0.119442273	-0.019027295	0.054666701
-0.09551995	0.038787805	0.012213799	0.005866608
0.050546403	-0.11987278	0.046385314	0.26385544
0.053847672	-0.074250129	0.038103495	0.235281339
-0.131232801	0.117739632	-0.012333452	0.050907058
-0.036969845	0.04659952	-0.003030104	0.145243157
0.079452682	-0.12425248	0.044880064	0.289314451
0.041671081	-0.109907864	0.02839994	0.229890379
-0.065613967	0.018079813	0.020050543	-0.016353316
-0.168175138	0.043023234	-0.023918794	0.013064829
-0.117884519	-0.002486393	0.04554487	0.055535531
-0.056196454	-0.103148715	0.228580662	-0.148948256
-0.160199973	0.096226313	-0.004342455	0.008936274
-0.050766848	0.049452591	0.056404096	0.017551993
-0.065090989	0.080070855	0.024183681	-0.02597831
-0.107531823	0.135112755	-0.03837656	-0.007411771
-0.064667619	-0.190105962	0.379082019	-0.157719361
0.056911833	-0.100533057	0.037465609	0.27362755
-0.130382189	0.001691778	0.003406324	-0.005958577
-0.186392543	0.01467422	0.008496605	-0.0006726
-0.145158824	0.032049563	0.039862374	0.037725803
-0.122619823	0.014440743	0.036872927	0.038825352
-0.185910824	-0.037159185	0.018540176	0.004127231
-0.173859759	0.090624065	-0.028104143	0.021909167
-0.168678266	-0.029691533	0.037329365	0.012136372
-0.081746388	-0.001393662	0.035643695	0.031650683
-0.023731196	-0.186554506	0.410765349	-0.162206067
-0.071748951	0.144389256	-0.03178899	0.000526715
-0.156817668	0.104129849	-0.011324326	0.005229168
0.030558581	-0.144542242	0.348144668	-0.147283889
-0.076544381	0.056115611	0.020685364	-0.031296937
-0.097559386	0.126229698	-0.032345982	0.006932099
0.077592643	-0.124694099	0.221480674	0.10905543
0.066012412	0.0008673	0.021763564	0.087025601
-0.023683078	-0.033747899	-0.05205221	-0.077175982
-0.024574796	-0.077600791	-0.03542845	-0.064034588
-0.011407921	-0.046958652	-0.074732552	-0.088538352
0.002516139	-0.004309506	-0.053598591	-0.0435603
0.009705136	0.007961373	0.044493403	-0.100112698
0.077119397	0.069094048	-0.062539861	-0.031733933
-0.00090423	0.032828262	0.001711016	-0.015661373
-0.073121452	-0.108530213	0.016527629	-0.017800179
-0.062153975	-0.015818951	0.011451843	0.095047258
-0.022882952	0.054936984	0.004243188	-0.017620422
0.028925471	0.011283084	-0.028557955	-0.052429038
-0.097595232	-0.05200231	-0.009417509	-0.012399406
0.007581087	-0.074989956	0.079570359	0.128456385
0.081973847	-0.025055079	-0.044058053	-0.056918939
-0.065689508	-0.013224186	0.012710312	0.095521271
-0.059989328	-0.014183444	0.045405319	0.035046867
-0.001053814	0.014741835	-0.011396437	-0.047008771
0.081577992	0.007890352	0.002036028	-0.003883624
0.054032225	0.013726768	-0.05233373	-0.002367008
-0.037007605	-0.011203844	-0.018170629	-0.026424973
0.079675533	0.101035988	-0.054531267	-0.020186667
0.051144499	-0.020128947	-0.044337903	-0.061188842
0.071247539	-0.007216297	-0.065402137	-0.005060069
0.070175816	-0.028780833	-0.052624263	0.017114826
0.012350589	-0.032311277	0.034597621	0.061425509
-0.164367154	0.023524283	0.001902972	0.041094288
0.110331105	-0.014679657	0.061563503	-0.017467467
0.011308541	0.109679166	-0.002220108	0.012685324
-0.065332996	0.005378399	-0.00429804	0.010799183
